freelancer_id,skills,main_category,experience_years,hourly_rate,rating,jobs_completed,success_rate,response_time_hours,on_time_delivery_rate
FR0458,"UX Design, Logo Design, Graphic Design, Figma",design,8,87,4.1,30,0.82,29.7,0.93
FR0459,"SEO Writing, Blog Writing, Creative Writing, Content Writing, Technical Writing",writing,13,119,4.9,18,0.89,41.6,0.91
FR0460,"Graphic Design, Illustrator, Logo Design, Figma, Photoshop",design,1,22,4.5,63,0.83,20.7,0.96
FR0461,"Blog Writing, SEO Writing, Analytics, Email Marketing, Social Media Marketing, SEO",writing,12,111,4.9,33,0.83,15.7,0.98
FR0462,"Social Media Marketing, PPC, Java, C++, Ruby",marketing,14,113,4.4,66,0.95,33.8,0.92
FR0463,"PPC, Social Media Marketing, UI Design, Adobe XD, Figma",marketing,2,25,4.4,70,0.94,16.6,0.86
FR0464,"Adobe XD, Graphic Design",design,10,55,3.6,44,0.82,12.2,0.87
FR0465,"Django, JavaScript, PHP, React",programming,9,51,3.8,100,0.94,3.0,0.89
FR0466,"Ruby, Swift",programming,8,55,4.8,75,0.85,45.3,0.99
FR0467,"Content Marketing, Analytics, SEO, Digital Marketing, PPC, Content Writing, SEO Writing, Technical Writing",marketing,12,111,4.3,25,0.93,19.6,0.88
FR0468,"Email Marketing, PPC, Digital Marketing",marketing,3,39,4.0,91,0.92,12.1,0.98
FR0469,"Analytics, Content Marketing, Social Media Marketing",marketing,5,35,3.8,15,0.81,23.5,0.94
FR0470,"Figma, Illustrator, Adobe XD",design,6,63,4.4,34,0.91,28.2,0.95
FR0471,"Graphic Design, Adobe XD, Analytics, SEO",design,2,25,4.5,31,0.82,26.5,0.91
FR0472,"Content Writing, Blog Writing",writing,3,30,3.5,29,0.85,3.2,0.91
FR0473,"Digital Marketing, Email Marketing, PPC, Adobe XD, Logo Design, Figma",marketing,5,40,4.9,39,0.9,24.1,0.86
FR0474,"Blog Writing, SEO Writing, Creative Writing",writing,13,80,4.1,54,0.9,8.6,0.94
FR0475,"Creative Writing, SEO Writing",writing,11,103,3.7,68,0.96,38.4,0.91
FR0476,"Java, Django, PHP, Adobe XD, UI Design",programming,9,78,3.9,91,0.97,18.1,0.97
FR0477,"SEO, Email Marketing",marketing,13,93,3.6,65,0.89,29.3,0.98
FR0478,"Figma, Logo Design, UX Design, Adobe XD, UI Design",design,10,55,3.7,6,0.82,7.9,0.97
FR0479,"Email Marketing, PPC, Analytics, Content Writing, Copywriting",marketing,4,27,4.2,71,0.81,24.9,0.96
FR0480,"UX Design, Graphic Design, Illustrator, Photoshop, React, Python",design,5,65,3.6,64,0.83,21.3,0.99
FR0481,"Adobe XD, Logo Design, Photoshop, Graphic Design",design,5,35,4.7,22,0.93,19.0,0.88
FR0482,"SEO Writing, Copywriting, Technical Writing, Creative Writing, Content Writing, PPC, Content Marketing, SEO, Digital Marketing",writing,1,19,4.2,37,1.0,17.2,0.89
FR0483,"Illustrator, Logo Design, UI Design",design,5,40,4.5,39,0.93,4.2,0.93
FR0484,"Logo Design, Illustrator",design,2,23,4.7,62,0.81,30.1,0.87
FR0485,"Illustrator, UI Design, Adobe XD, Graphic Design",design,14,57,4.7,37,0.88,12.4,0.92
FR0486,"Creative Writing, Blog Writing, Copywriting, Content Writing, SEO Writing, Content Marketing, Digital Marketing, SEO, Analytics",writing,5,40,4.3,41,0.85,29.4,0.86
FR0487,"C++, Java, Angular, SQL, Creative Writing, Blog Writing, Content Writing, Technical Writing",programming,11,92,3.9,23,0.85,18.1,0.97
FR0488,"C++, Node.js, JavaScript, Ruby, Python",programming,14,113,4.7,75,1.0,32.0,0.91
FR0489,"Blog Writing, Technical Writing, Content Writing, SEO Writing, Copywriting",writing,2,25,4.6,79,1.0,37.3,0.92
FR0490,"Technical Writing, Copywriting, Content Writing, Blog Writing, Creative Writing, Python, Swift, C++, SQL, Ruby",writing,15,105,4.0,47,0.83,38.9,0.91
FR0491,"PPC, Content Marketing, Angular, Node.js, Java",marketing,4,39,3.6,54,0.97,27.8,0.97
FR0492,"Social Media Marketing, Email Marketing, SEO, Content Marketing, PPC",marketing,15,135,4.3,86,0.92,23.1,1.0
FR0493,"Creative Writing, Content Writing, Copywriting, Blog Writing, Technical Writing",writing,7,85,4.6,38,0.97,11.6,0.86
FR0494,"Analytics, Digital Marketing, Email Marketing, SEO, Social Media Marketing",marketing,12,99,4.5,64,0.86,47.1,0.97
FR0495,"Node.js, Angular, SQL, Java, Content Writing, Creative Writing, Technical Writing",programming,11,81,3.7,28,0.98,6.0,0.97
FR0496,"Illustrator, Figma, UI Design, UX Design, Django, Ruby, React, C++, Node.js",design,1,20,3.9,8,0.99,12.2,0.98
FR0497,"Copywriting, SEO Writing, Content Writing, Creative Writing, Angular, Java, PHP, Django, Swift",writing,6,69,4.4,70,0.9,40.5,1.0
FR0498,"Content Writing, Creative Writing, Copywriting, Technical Writing, Graphic Design, Figma, Logo Design",writing,3,42,4.6,14,0.91,46.6,0.91
FR0499,"SQL, Swift, React, Node.js, PHP, UI Design, UX Design, Photoshop, Graphic Design",programming,15,60,4.5,26,0.84,6.8,0.92
FR0500,"Ruby, React, JavaScript, PHP",programming,8,71,4.3,52,0.83,18.5,0.87
FR0501,"Creative Writing, SEO Writing, Technical Writing, Content Writing, Copywriting, Social Media Marketing, Email Marketing, SEO",writing,7,50,4.7,89,0.86,39.7,0.85
FR0502,"UI Design, Photoshop, Figma, Illustrator, Logo Design",design,2,21,4.9,83,0.94,28.1,0.9
FR0503,"Figma, Photoshop, UX Design, Adobe XD, Digital Marketing, Analytics, Content Marketing",design,9,51,4.1,73,0.81,3.5,0.91
FR0504,"PHP, Angular, Swift, Python, SQL, PPC, Email Marketing, Digital Marketing, SEO, Content Marketing",programming,3,24,5.0,33,0.98,27.8,0.87
FR0505,"SEO, Analytics",marketing,2,21,3.5,43,0.95,7.9,1.0
FR0506,"PHP, Ruby, Node.js",programming,1,21,4.7,98,0.86,27.7,0.93
FR0507,"PHP, Vue.js, JavaScript",programming,6,63,4.9,61,0.98,31.9,0.91
FR0508,"Content Writing, Creative Writing",writing,2,35,3.9,23,1.0,36.9,0.89
FR0509,"Copywriting, Creative Writing, Technical Writing, Blog Writing, Social Media Marketing, Digital Marketing",writing,15,165,4.2,55,0.94,28.2,1.0
FR0510,"Email Marketing, Social Media Marketing, Content Marketing, Figma, Illustrator, Photoshop",marketing,10,105,4.6,76,0.87,35.4,0.86
FR0511,"Technical Writing, Content Writing, Blog Writing, SEO Writing, Copywriting",writing,10,115,3.9,34,0.89,1.8,0.98
FR0512,"Analytics, PPC, Social Media Marketing, Email Marketing, SEO",marketing,3,36,4.1,95,0.87,26.7,0.97
FR0513,"Java, Python, React, UX Design, Adobe XD, Photoshop, Illustrator",programming,4,35,4.7,75,0.87,40.2,1.0
FR0514,"C++, PHP, UI Design, Adobe XD",programming,8,79,5.0,20,0.81,13.7,0.94
FR0515,"SEO, Digital Marketing, Social Media Marketing, Email Marketing, UX Design, Illustrator, Adobe XD",marketing,3,27,4.6,13,0.97,10.1,0.98
FR0516,"Node.js, C++, Vue.js, Ruby, Swift, Technical Writing, Creative Writing",programming,9,60,3.8,89,0.98,45.0,0.93
FR0517,"Illustrator, UI Design, Logo Design",design,5,65,3.7,98,0.91,43.2,0.96
FR0518,"Copywriting, Blog Writing, Content Writing, PHP, Vue.js, Swift, Java, Python",writing,5,55,4.9,39,0.82,31.9,0.97
FR0519,"Technical Writing, Creative Writing, Copywriting, Content Writing",writing,6,51,3.5,78,0.93,39.3,0.93
FR0520,"Django, SQL, Java, Blog Writing, Technical Writing, Content Writing",programming,4,47,3.7,53,0.9,7.5,0.85
FR0521,"Copywriting, Creative Writing, Technical Writing, SEO Writing, Content Writing, UI Design, Figma, Illustrator, UX Design",writing,14,155,4.5,37,0.84,40.5,0.9
FR0522,"C++, Angular, Ruby, PHP, Vue.js",programming,15,120,4.6,91,0.91,2.5,0.99
FR0523,"Technical Writing, Content Writing, Creative Writing, Blog Writing, PPC, SEO, Analytics",writing,10,75,4.9,36,0.85,43.2,0.92
FR0524,"Social Media Marketing, Analytics, SEO, Digital Marketing, Content Marketing",marketing,11,70,3.9,40,0.93,1.1,0.95
FR0525,"UX Design, Adobe XD, Photoshop, Logo Design, UI Design, PPC, SEO, Email Marketing, Analytics, Social Media Marketing",design,13,106,3.9,65,0.98,7.2,0.97
FR0526,"UI Design, Figma, C++, JavaScript",design,7,64,4.7,46,0.97,15.2,0.99
FR0527,"Photoshop, Figma, Adobe XD, Logo Design, UI Design",design,12,111,3.9,76,0.91,19.7,0.91
FR0528,"Java, C++, Python, Digital Marketing, SEO, Email Marketing, Content Marketing",programming,9,60,3.5,39,0.87,2.6,0.97
FR0529,"JavaScript, Django, Node.js",programming,5,55,4.7,74,0.93,37.2,0.99
FR0530,"Adobe XD, Graphic Design, Logo Design, Figma, SEO, Social Media Marketing, Content Marketing, Digital Marketing, Email Marketing",design,10,45,4.0,79,0.82,1.7,0.9
FR0531,"UI Design, Photoshop, Graphic Design, Illustrator, Blog Writing, Creative Writing, Copywriting",design,8,87,3.6,8,0.85,42.1,0.95
FR0532,"UX Design, Photoshop, Illustrator, Graphic Design, Adobe XD, Creative Writing, Content Writing, Copywriting, Blog Writing",design,8,55,4.1,41,1.0,2.7,0.99
FR0533,"Copywriting, Content Writing, Technical Writing, Creative Writing, SEO Writing",writing,14,141,3.6,15,0.98,37.9,0.88
FR0534,"React, Python",programming,11,103,4.8,50,0.8,28.6,0.89
FR0535,"SEO, Digital Marketing, PPC, Social Media Marketing, Graphic Design, UI Design",marketing,5,65,4.7,64,0.86,8.4,1.0
FR0536,"Figma, Logo Design, UX Design, Photoshop, UI Design",design,7,43,4.0,43,0.99,8.9,0.96
FR0537,"Illustrator, UI Design",design,4,31,3.6,76,0.9,19.5,0.9
FR0538,"Graphic Design, Logo Design, SEO Writing, Content Writing",design,1,21,4.2,93,1.0,2.1,0.95
FR0539,"Illustrator, Figma",design,6,57,4.4,32,0.9,3.7,0.99
FR0540,"Content Marketing, SEO, Digital Marketing, Email Marketing, SEO Writing, Creative Writing, Copywriting, Technical Writing",marketing,10,95,3.5,30,1.0,28.8,0.97
FR0541,"Content Writing, Blog Writing, Technical Writing, Illustrator, UX Design, Photoshop",writing,4,55,4.8,19,0.84,21.8,0.87
FR0542,"Graphic Design, Figma, Logo Design, UI Design, Photoshop",design,15,105,3.9,75,0.96,31.1,0.95
FR0543,"Email Marketing, SEO, Social Media Marketing, PPC, SQL, Django, PHP, C++, Swift",marketing,15,90,4.8,5,0.96,25.1,0.98
FR0544,"PPC, Analytics, SEO, Content Marketing, Blog Writing, Content Writing, Copywriting, SEO Writing",marketing,5,40,4.3,15,0.91,17.7,0.89
FR0545,"Social Media Marketing, PPC, Digital Marketing, Content Marketing, Copywriting, Creative Writing, Blog Writing, Technical Writing, SEO Writing",marketing,6,33,3.9,46,0.99,16.6,0.97
FR0546,"PPC, Content Marketing, Email Marketing, Django, React, Java",marketing,15,135,4.5,42,0.9,8.4,0.93
FR0547,"Illustrator, UI Design",design,13,54,3.9,54,1.0,17.5,0.93
FR0548,"UX Design, UI Design, Graphic Design",design,2,23,4.2,6,0.97,3.5,0.97
FR0549,"Illustrator, Logo Design, Photoshop, Figma, UX Design",design,3,39,4.4,20,0.87,45.3,0.95
FR0550,"Python, C++, Technical Writing, Content Writing, Blog Writing, SEO Writing",programming,4,39,4.5,77,0.91,11.8,0.88
FR0551,"Analytics, Social Media Marketing, Copywriting, Content Writing, Technical Writing, Blog Writing, Creative Writing",marketing,7,50,3.8,54,0.92,13.4,0.87
FR0552,"PPC, SEO, Email Marketing, Blog Writing, Creative Writing, Technical Writing, Content Writing",marketing,15,105,4.6,46,0.9,7.7,0.96
FR0553,"PPC, Digital Marketing, Social Media Marketing, Email Marketing",marketing,8,95,4.4,99,0.81,17.8,0.99
FR0554,"Photoshop, UX Design, Adobe XD, Technical Writing, Copywriting, Blog Writing, SEO Writing, Content Writing",design,14,85,4.4,90,0.98,20.0,0.98
FR0555,"SEO Writing, Technical Writing, Content Writing, Social Media Marketing, Email Marketing, Content Marketing, PPC",writing,11,125,4.7,47,0.82,30.3,0.95
FR0556,"SQL, Python, Angular, Ruby, JavaScript, SEO, PPC, Content Marketing",programming,14,113,4.2,70,0.83,46.9,0.96
FR0557,"Adobe XD, Graphic Design, Illustrator, Logo Design, Python, Angular, Swift, Java",design,2,35,5.0,45,0.92,16.1,0.9
FR0558,"Django, Swift, Angular",programming,1,22,5.0,11,1.0,5.1,0.98
FR0559,"Content Writing, Copywriting, Technical Writing, Creative Writing, SEO Writing",writing,2,29,4.4,45,0.85,38.0,0.98
FR0560,"Adobe XD, Figma, UI Design, Graphic Design, Photoshop",design,13,145,4.2,54,0.86,45.7,0.89
FR0561,"Analytics, SEO, Social Media Marketing, Content Marketing",marketing,1,25,4.0,93,0.99,29.9,0.86
FR0562,"Photoshop, Illustrator, Figma",design,1,25,4.1,77,0.94,18.6,0.93
FR0563,"Django, React, Node.js, Blog Writing, Creative Writing, Technical Writing, Content Writing",programming,1,22,4.1,76,0.82,25.3,0.97
FR0564,"Technical Writing, Copywriting, Creative Writing, Logo Design, UI Design, Illustrator",writing,11,48,4.6,31,0.88,36.4,0.93
FR0565,"Python, SQL, Analytics, SEO, Content Marketing, Email Marketing, Digital Marketing",programming,9,78,3.7,81,0.83,17.0,0.85
FR0566,"UI Design, Graphic Design, Logo Design, Digital Marketing, Content Marketing, Email Marketing, PPC",design,4,35,4.2,27,0.84,36.4,0.87
FR0567,"SEO, Analytics, Digital Marketing, PPC, Email Marketing",marketing,12,123,4.4,69,0.87,46.1,0.89
FR0568,"Content Writing, Technical Writing, Blog Writing, Copywriting, Angular, PHP",writing,10,65,3.7,46,0.97,31.2,0.99
FR0569,"Content Writing, Creative Writing, Technical Writing",writing,14,141,4.0,95,0.85,19.8,0.96
FR0570,"Technical Writing, SEO Writing, Blog Writing",writing,9,60,4.7,56,0.91,18.1,0.87
FR0571,"Blog Writing, Technical Writing, Content Writing, Creative Writing, Copywriting",writing,14,99,3.7,5,0.89,12.8,0.97
FR0572,"SQL, PHP, Adobe XD, Figma, Photoshop, Logo Design",programming,8,55,4.5,93,0.94,1.1,0.97
FR0573,"Node.js, Vue.js, Django, Graphic Design, Photoshop, Illustrator",programming,8,71,4.0,80,0.97,30.2,0.88
FR0574,"Photoshop, Illustrator, Adobe XD, Graphic Design, Figma, Blog Writing, Technical Writing",design,3,36,4.2,96,0.94,19.1,0.89
FR0575,"Email Marketing, PPC, Content Marketing, Analytics, Digital Marketing, Blog Writing, Creative Writing",marketing,2,27,3.6,36,0.86,25.9,0.93
FR0576,"Creative Writing, Technical Writing",writing,7,57,4.2,10,0.96,6.0,0.86
FR0577,"JavaScript, React",programming,14,155,4.5,83,0.95,45.7,0.98
FR0578,"Social Media Marketing, Content Marketing, Analytics, PPC, Digital Marketing, Copywriting, Technical Writing, Blog Writing",marketing,9,51,4.5,86,0.81,46.1,0.94
FR0579,"Analytics, Email Marketing, SEO, Content Marketing, Digital Marketing",marketing,8,71,3.9,86,0.92,34.8,0.92
FR0580,"Email Marketing, Analytics, Copywriting, SEO Writing, Blog Writing",marketing,14,99,4.0,10,0.83,47.3,0.97
FR0581,"Content Writing, Blog Writing, Copywriting",writing,6,69,5.0,99,0.98,32.2,0.9
FR0582,"Illustrator, Figma, Photoshop, Graphic Design, UX Design",design,8,47,3.7,12,0.83,10.4,0.98
FR0583,"Angular, Vue.js",programming,13,132,4.4,97,0.98,7.7,0.86
FR0584,"Graphic Design, Photoshop, Illustrator, UX Design, React, Angular, C++",design,7,78,4.5,16,0.85,3.4,0.91
FR0585,"Blog Writing, Creative Writing, SEO Writing, Digital Marketing, Email Marketing, Social Media Marketing",writing,8,39,4.8,31,0.86,16.5,0.9
FR0586,"Copywriting, Content Writing, SEO Writing, Graphic Design, Adobe XD",writing,12,63,4.9,72,0.99,41.1,0.89
FR0587,"C++, JavaScript",programming,9,105,4.0,10,0.98,15.6,0.95
FR0588,"React, Ruby, Vue.js, Swift",programming,4,55,4.8,70,0.91,36.1,0.9
FR0589,"Content Marketing, Analytics, Social Media Marketing, Swift, Java, Python, PHP",marketing,15,135,3.6,74,0.96,15.4,0.94
FR0590,"Adobe XD, Graphic Design, UI Design, Illustrator",design,9,105,3.6,59,0.93,28.0,0.88
FR0591,"Social Media Marketing, PPC, SEO, Copywriting, Content Writing, Creative Writing, Technical Writing, Blog Writing",marketing,7,57,4.5,94,0.93,23.2,1.0
FR0592,"Django, SQL, C++",programming,2,27,4.9,26,0.98,8.1,0.9
FR0593,"Django, Java, React, Angular, Node.js, Logo Design, Adobe XD, Figma, UX Design, Photoshop",programming,5,35,4.0,49,0.91,15.0,0.88
FR0594,"Content Writing, Technical Writing, Blog Writing",writing,1,20,4.9,77,0.88,36.1,0.92
FR0595,"Content Writing, Copywriting",writing,12,51,3.5,29,0.97,9.7,0.98
FR0596,"SEO, Digital Marketing, Content Marketing, Photoshop, UI Design",marketing,1,19,3.5,25,0.89,3.8,0.91
FR0597,"SEO Writing, Blog Writing, Copywriting",writing,7,43,4.3,80,0.84,33.4,0.93
FR0598,"Technical Writing, Content Writing, Vue.js, JavaScript",writing,9,87,3.6,48,0.81,36.5,0.87
FR0599,"Email Marketing, Analytics",marketing,4,27,3.8,20,0.84,4.1,0.95
FR0600,"SQL, Ruby, Node.js",programming,4,43,4.1,84,0.87,37.7,0.99
FR0601,"Django, Python, Java, Angular, C++",programming,7,43,4.7,26,0.81,42.2,0.88
FR0602,"Figma, UI Design, Illustrator, Photoshop",design,9,96,4.8,49,0.95,26.1,0.9
FR0603,"Creative Writing, Content Writing, Vue.js, Node.js",writing,6,57,4.8,96,0.85,39.0,0.91
FR0604,"Email Marketing, PPC, Social Media Marketing, SEO, Digital Marketing",marketing,7,50,4.1,14,0.98,45.2,0.9
FR0605,"Angular, Django, Ruby, Java, PHP, Blog Writing, Creative Writing, Copywriting",programming,7,36,4.4,72,0.94,33.6,0.91
FR0606,"Content Writing, Blog Writing, Creative Writing, SEO Writing",writing,1,24,4.3,42,0.94,12.6,0.87
FR0607,"Creative Writing, SEO Writing, Content Writing, Copywriting, Graphic Design, UX Design, UI Design, Figma, Adobe XD",writing,4,43,3.7,69,0.99,15.2,0.93
FR0608,"Technical Writing, Creative Writing, Content Writing, SEO Writing",writing,3,27,3.6,78,0.91,17.0,0.99
FR0609,"Java, Ruby, Node.js, JavaScript, Content Marketing, PPC",programming,2,27,4.2,90,0.9,5.9,0.91
FR0610,"React, Java, C++, Swift, Python",programming,1,18,4.0,95,0.84,46.6,0.93
FR0611,"Blog Writing, Technical Writing, Copywriting, Creative Writing",writing,6,63,3.8,45,0.89,36.9,0.96
FR0612,"Analytics, Content Marketing, Social Media Marketing, Email Marketing, Copywriting, Content Writing, SEO Writing, Creative Writing",marketing,9,105,4.8,84,0.82,22.0,1.0
FR0613,"SEO Writing, Content Writing, Graphic Design, Figma, Logo Design",writing,4,35,4.7,41,0.9,29.1,0.92
FR0614,"Blog Writing, Technical Writing, Copywriting, Content Writing, Ruby, JavaScript, Django",writing,11,48,4.8,13,0.99,2.2,0.93
FR0615,"Digital Marketing, SEO, Email Marketing, Content Writing, Creative Writing, SEO Writing, Technical Writing",marketing,14,71,4.1,67,0.95,19.5,0.99
FR0616,"Creative Writing, Blog Writing, Copywriting, Content Writing, Technical Writing",writing,12,51,3.6,33,0.94,18.5,0.89
FR0617,"Email Marketing, Digital Marketing, Analytics, PPC",marketing,7,50,4.9,51,0.85,15.6,0.92
FR0618,"Analytics, Social Media Marketing, Content Marketing, PPC",marketing,13,67,5.0,95,0.93,29.8,0.89
FR0619,"Figma, Graphic Design, UX Design, Logo Design",design,9,87,4.3,41,0.91,10.8,0.86
FR0620,"SEO, Digital Marketing, Content Marketing, UI Design, Logo Design, UX Design, Illustrator",marketing,4,39,5.0,69,0.99,23.3,0.97
FR0621,"Graphic Design, Photoshop, Adobe XD, UI Design, PHP, React, Django, Node.js, Java",design,7,71,4.4,69,0.96,42.9,0.92
FR0622,"PPC, Content Marketing, Email Marketing, Analytics, Digital Marketing, Angular, React, Python, Node.js",marketing,7,50,4.7,71,0.92,4.2,0.93
FR0623,"Content Marketing, Social Media Marketing",marketing,10,85,4.5,82,0.92,46.3,0.97
FR0624,"Email Marketing, Digital Marketing, PPC, SEO, Graphic Design, Adobe XD, UX Design",marketing,10,65,3.7,37,0.99,15.1,0.99
FR0625,"SQL, Python, JavaScript",programming,5,65,5.0,64,0.93,26.5,0.86
FR0626,"Python, JavaScript, Java",programming,12,111,4.9,18,0.96,25.3,0.99
FR0627,"Creative Writing, Content Writing, Blog Writing, Analytics, Digital Marketing",writing,13,145,4.6,99,0.83,16.0,0.89
FR0628,"Content Marketing, Analytics",marketing,2,21,4.3,24,0.82,39.6,0.95
FR0629,"Content Marketing, Digital Marketing, UX Design, UI Design, Figma, Graphic Design, Adobe XD",marketing,11,114,4.9,20,1.0,46.9,0.88
FR0630,"Vue.js, C++, JavaScript, Django, PHP",programming,8,95,4.1,55,0.87,23.0,0.97
FR0631,"Email Marketing, PPC, Social Media Marketing, SEO, Digital Marketing, Logo Design, Graphic Design",marketing,8,39,4.6,23,0.88,11.8,0.91
FR0632,"Logo Design, UX Design, Photoshop, Technical Writing, Blog Writing, SEO Writing",design,10,105,3.6,48,0.87,37.7,0.96
FR0633,"Social Media Marketing, Content Marketing, SEO, Email Marketing, Digital Marketing",marketing,7,43,5.0,41,0.8,19.9,0.95
FR0634,"UI Design, UX Design, Adobe XD, Illustrator, Figma",design,9,105,4.4,18,0.93,6.4,0.89
FR0635,"PPC, Content Marketing, SEO",marketing,15,60,5.0,10,0.92,45.4,0.99
FR0636,"Adobe XD, Logo Design, UX Design",design,13,119,4.4,79,0.84,36.5,0.94
FR0637,"Technical Writing, SEO Writing, Creative Writing, Blog Writing, Ruby, Django, Node.js, SQL",writing,11,92,3.9,49,0.83,33.4,0.99
FR0638,"Logo Design, Graphic Design, Illustrator",design,8,87,4.4,82,0.92,45.3,0.92
FR0639,"Figma, UX Design, Illustrator, Graphic Design, Photoshop",design,1,23,4.0,50,0.83,4.0,0.88
FR0640,"Swift, Java, Django",programming,2,25,4.8,68,0.8,34.2,0.97
FR0641,"SQL, Ruby, SEO, Analytics, Digital Marketing",programming,10,45,4.8,56,0.89,21.1,0.98
FR0642,"Digital Marketing, SEO, SEO Writing, Technical Writing, Copywriting, Content Writing",marketing,4,47,4.2,52,0.96,15.3,0.99
FR0643,"Email Marketing, Social Media Marketing",marketing,14,127,3.9,88,0.92,46.4,0.98
FR0644,"Vue.js, Java",programming,8,79,3.7,46,0.94,47.9,0.87
FR0645,"Graphic Design, Photoshop",design,1,20,4.7,59,0.92,11.2,0.95
FR0646,"React, Ruby",programming,11,70,5.0,58,0.88,14.0,0.9
FR0647,"PHP, React, Angular, Email Marketing, Social Media Marketing, Analytics, Digital Marketing, PPC",programming,12,123,3.5,50,0.9,2.9,0.99
FR0648,"Adobe XD, Logo Design",design,10,105,3.8,84,0.89,41.2,0.92
FR0649,"Creative Writing, Content Writing",writing,5,35,4.3,18,0.86,46.7,0.91
FR0650,"Python, Ruby, Angular, Swift, React, PPC, Digital Marketing, Analytics",programming,7,36,4.4,97,0.9,38.7,0.89
FR0651,"SQL, Node.js, JavaScript, Swift, Analytics, Social Media Marketing, Content Marketing, Email Marketing",programming,5,60,4.1,31,0.97,11.0,0.91
FR0652,"Photoshop, UX Design, Adobe XD",design,2,31,4.3,56,0.82,43.5,0.96
FR0653,"React, Angular, JavaScript, Content Writing, Creative Writing, SEO Writing, Technical Writing",programming,3,33,3.9,39,0.89,42.5,0.92
FR0654,"React, PHP, SQL",programming,6,39,3.6,53,0.96,24.7,0.99
FR0655,"SEO Writing, Blog Writing, Creative Writing, Technical Writing, Content Writing, Content Marketing, Social Media Marketing, Email Marketing, Analytics, SEO",writing,5,65,4.4,95,0.99,30.0,0.89
FR0656,"Python, Java",programming,14,141,3.6,49,0.92,23.0,0.96
FR0657,"SQL, Node.js, PHP, Copywriting, Blog Writing, Content Writing, Creative Writing, SEO Writing",programming,5,30,4.6,57,0.93,29.3,0.95
FR0658,"UI Design, Figma, UX Design",design,7,57,3.7,11,0.82,25.4,0.91
FR0659,"Technical Writing, SEO Writing, Blog Writing",writing,11,70,4.0,79,0.85,11.3,0.9
FR0660,"Content Marketing, Email Marketing",marketing,5,65,4.2,75,0.84,7.7,0.9
FR0661,"Content Writing, Creative Writing",writing,11,81,4.0,16,0.88,35.4,0.99
FR0662,"Graphic Design, Illustrator, UI Design, Logo Design",design,12,135,4.5,65,0.86,46.3,0.95
FR0663,"Creative Writing, Copywriting, Blog Writing, Content Writing, Adobe XD, Graphic Design, UX Design, Illustrator, Figma",writing,6,45,4.3,30,0.84,34.7,0.95
FR0664,"Blog Writing, Creative Writing, Technical Writing, SEO Writing, Copywriting",writing,6,75,3.7,53,0.9,13.7,0.9
FR0665,"Ruby, JavaScript, React, Figma, Photoshop",programming,7,50,4.5,13,0.84,7.6,0.99
FR0666,"Logo Design, Adobe XD, Figma, Illustrator, Graphic Design, PPC, Digital Marketing",design,8,63,3.6,23,0.82,3.0,0.87
FR0667,"SEO, Content Marketing, Social Media Marketing, UI Design, Photoshop",marketing,14,141,3.8,79,0.98,47.8,0.94
FR0668,"Analytics, Social Media Marketing, Content Marketing, Email Marketing",marketing,10,55,3.7,13,0.92,33.6,0.95
FR0669,"UI Design, Photoshop, UX Design",design,5,65,4.3,28,0.89,35.9,0.92
FR0670,"Ruby, PHP, Copywriting, SEO Writing, Blog Writing, Content Writing, Creative Writing",programming,6,57,4.3,100,0.81,16.4,1.0
FR0671,"Technical Writing, Creative Writing, Java, Node.js, JavaScript, Angular",writing,14,85,4.0,79,0.99,35.3,0.93
FR0672,"C++, Python, Java, Node.js, React",programming,10,55,3.6,65,0.98,34.2,1.0
FR0673,"UI Design, Figma, UX Design, Logo Design, Graphic Design, React, Vue.js, SQL, Java, Python",design,7,78,4.6,45,0.85,38.6,0.99
FR0674,"Adobe XD, Graphic Design, Illustrator, UX Design, SEO Writing, Technical Writing, Content Writing, Copywriting, Creative Writing",design,13,67,3.7,16,1.0,47.5,0.87
FR0675,"Swift, PHP, Ruby, C++, Adobe XD, Photoshop, UX Design",programming,10,105,4.0,85,1.0,15.3,0.99
FR0676,"Blog Writing, Technical Writing, Copywriting, SEO Writing",writing,5,55,4.7,19,0.83,34.1,0.99
FR0677,"Adobe XD, Photoshop, Illustrator, UX Design, Social Media Marketing, PPC, SEO, Email Marketing",design,5,45,4.1,54,0.91,34.8,0.87
FR0678,"JavaScript, C++, Python, Vue.js, Content Writing, Creative Writing, Blog Writing",programming,11,48,4.9,82,0.9,23.8,0.92
FR0679,"PPC, Digital Marketing, Analytics",marketing,4,47,4.5,44,0.89,46.1,0.97
FR0680,"Email Marketing, Analytics",marketing,15,90,3.5,10,1.0,36.4,0.89
FR0681,"SEO Writing, Blog Writing, Technical Writing, Content Writing",writing,2,27,4.4,29,0.81,34.3,0.86
FR0682,"PPC, SEO, Java, Swift",marketing,4,55,4.9,52,1.0,37.5,0.98
FR0683,"Illustrator, Figma, Adobe XD, UX Design",design,10,115,4.7,7,0.85,46.1,0.86
FR0684,"Email Marketing, Analytics",marketing,9,87,3.7,12,0.9,9.0,0.98
FR0685,"Analytics, Content Marketing, SEO, Social Media Marketing, PPC",marketing,2,33,4.6,56,0.82,46.7,0.98
FR0686,"SEO Writing, Technical Writing, Blog Writing, Content Writing, Copywriting",writing,13,80,4.8,31,0.9,26.3,0.97
FR0687,"PPC, Digital Marketing, Analytics",marketing,2,23,4.8,96,0.92,23.9,0.85
