project_id,category,required_skills,complexity,duration_weeks,budget,required_experience_years,preferred_hourly_rate_range,project_description,status
PJ0906,programming,"React, JavaScript, Ruby, Python",High,7,7000.0,4,$25-$89,"Project requiring expertise in React, JavaScript, Ruby, Python",In Progress
PJ0907,marketing,"Email Marketing, Analytics",High,6,11750.0,1,$27-$69,"Project requiring expertise in Email Marketing, Analytics",In Progress
PJ0908,programming,"Angular, SQL, PHP",Medium,8,8550.0,3,$19-$86,"Project requiring expertise in Angular, SQL, PHP",Completed
PJ0909,programming,"Ruby, Python, Java, Django, PHP",Low,12,8700.0,7,$26-$74,"Project requiring expertise in Ruby, Python, Java, Django, PHP",Completed
PJ0910,programming,"SQL, PHP, React",Low,9,6200.0,2,$18-$100,"Project requiring expertise in SQL, PHP, React",Completed
PJ0911,design,"UX Design, Illustrator, UI Design, Adobe XD",High,2,24000.0,7,$22-$71,"Project requiring expertise in UX Design, Illustrator, UI Design, Adobe XD",In Progress
PJ0912,design,"UI Design, Adobe XD, Photoshop, Figma, Logo Design",Medium,9,11850.0,4,$27-$54,"Project requiring expertise in UI Design, Adobe XD, Photoshop, Figma, Logo Design",Open
PJ0913,programming,"PHP, Java, Ruby, SQL, React",High,8,15000.0,7,$16-$87,"Project requiring expertise in PHP, Java, Ruby, SQL, React",In Progress
PJ0914,marketing,"Email Marketing, Digital Marketing",Medium,2,10950.0,8,$22-$72,"Project requiring expertise in Email Marketing, Digital Marketing",Completed
PJ0915,programming,"Python, SQL, Ruby",High,11,14250.0,7,$28-$98,"Project requiring expertise in Python, SQL, Ruby",Completed
PJ0916,marketing,"PPC, Social Media Marketing, Content Marketing, Analytics, Digital Marketing",Low,11,500.0,2,$28-$90,"Project requiring expertise in PPC, Social Media Marketing, Content Marketing, Analytics, Digital Marketing",Completed
PJ0917,programming,"Ruby, SQL, PHP, Angular",Medium,2,5100.0,4,$21-$74,"Project requiring expertise in Ruby, SQL, PHP, Angular",Open
PJ0918,writing,"Technical Writing, Blog Writing, Content Writing, Copywriting, SEO Writing",Low,11,8700.0,8,$22-$73,"Project requiring expertise in Technical Writing, Blog Writing, Content Writing, Copywriting, SEO Writing",Completed
PJ0919,writing,"Content Writing, Technical Writing",Medium,6,5100.0,4,$25-$54,"Project requiring expertise in Content Writing, Technical Writing",Open
PJ0920,design,"Photoshop, UI Design, Logo Design, UX Design, Adobe XD",High,11,7000.0,4,$25-$82,"Project requiring expertise in Photoshop, UI Design, Logo Design, UX Design, Adobe XD",In Progress
PJ0921,design,"UX Design, Illustrator, Photoshop, UI Design",Low,12,5500.0,7,$30-$65,"Project requiring expertise in UX Design, Illustrator, Photoshop, UI Design",In Progress
PJ0922,marketing,"Analytics, Digital Marketing, Content Marketing",High,4,16750.0,4,$15-$100,"Project requiring expertise in Analytics, Digital Marketing, Content Marketing",In Progress
PJ0923,writing,"Copywriting, Creative Writing",High,9,23000.0,1,$19-$32,"Project requiring expertise in Copywriting, Creative Writing",Open
PJ0924,programming,"Vue.js, Swift",Medium,3,900.0,6,$21-$39,"Project requiring expertise in Vue.js, Swift",Open
PJ0925,marketing,"Analytics, Email Marketing",Low,5,1000.0,6,$19-$46,"Project requiring expertise in Analytics, Email Marketing",In Progress
PJ0926,marketing,"Digital Marketing, Content Marketing, PPC, Analytics",Low,5,4500.0,2,$24-$39,"Project requiring expertise in Digital Marketing, Content Marketing, PPC, Analytics",In Progress
PJ0927,design,"Graphic Design, Photoshop, Logo Design",Medium,3,10050.0,4,$17-$55,"Project requiring expertise in Graphic Design, Photoshop, Logo Design",Open
PJ0928,marketing,"Analytics, Email Marketing, Social Media Marketing, Digital Marketing, SEO",High,12,10250.0,6,$22-$84,"Project requiring expertise in Analytics, Email Marketing, Social Media Marketing, Digital Marketing, SEO",In Progress
PJ0929,writing,"Technical Writing, Blog Writing, Copywriting, SEO Writing, Creative Writing",Low,5,6100.0,7,$25-$59,"Project requiring expertise in Technical Writing, Blog Writing, Copywriting, SEO Writing, Creative Writing",Completed
PJ0930,design,"Adobe XD, UI Design, Graphic Design, Illustrator, Logo Design",Low,8,2600.0,4,$23-$88,"Project requiring expertise in Adobe XD, UI Design, Graphic Design, Illustrator, Logo Design",In Progress
PJ0931,writing,"Content Writing, SEO Writing",Medium,10,10350.0,3,$16-$97,"Project requiring expertise in Content Writing, SEO Writing",Open
PJ0932,programming,"C++, Swift, Node.js",Medium,1,13650.0,3,$18-$56,"Project requiring expertise in C++, Swift, Node.js",Completed
PJ0933,marketing,"Analytics, Email Marketing",High,8,18000.0,7,$21-$87,"Project requiring expertise in Analytics, Email Marketing",Completed
PJ0934,marketing,"Analytics, Social Media Marketing, Email Marketing, SEO",Medium,4,13800.0,1,$26-$49,"Project requiring expertise in Analytics, Social Media Marketing, Email Marketing, SEO",In Progress
PJ0935,design,"Adobe XD, Graphic Design, Logo Design",High,6,16750.0,1,$15-$64,"Project requiring expertise in Adobe XD, Graphic Design, Logo Design",Completed
PJ0936,programming,"React, Django, Node.js, C++",Medium,12,2850.0,4,$22-$62,"Project requiring expertise in React, Django, Node.js, C++",Completed
PJ0937,writing,"Copywriting, Blog Writing",Low,2,900.0,3,$25-$97,"Project requiring expertise in Copywriting, Blog Writing",Open
PJ0938,marketing,"Social Media Marketing, SEO, Email Marketing, PPC, Digital Marketing",Medium,5,1050.0,3,$30-$51,"Project requiring expertise in Social Media Marketing, SEO, Email Marketing, PPC, Digital Marketing",Completed
PJ0939,design,"Graphic Design, UI Design, Logo Design, Photoshop",Low,9,9100.0,1,$29-$94,"Project requiring expertise in Graphic Design, UI Design, Logo Design, Photoshop",Completed
PJ0940,marketing,"Email Marketing, Analytics, Social Media Marketing, PPC",Low,2,3900.0,1,$28-$78,"Project requiring expertise in Email Marketing, Analytics, Social Media Marketing, PPC",In Progress
PJ0941,marketing,"Social Media Marketing, Content Marketing",Medium,2,3000.0,7,$25-$47,"Project requiring expertise in Social Media Marketing, Content Marketing",In Progress
PJ0942,writing,"Blog Writing, Copywriting, Creative Writing, SEO Writing",High,4,10250.0,8,$29-$79,"Project requiring expertise in Blog Writing, Copywriting, Creative Writing, SEO Writing",In Progress
PJ0943,programming,"PHP, React, SQL",Medium,4,13800.0,5,$27-$67,"Project requiring expertise in PHP, React, SQL",Completed
PJ0944,programming,"Angular, C++, Ruby, Django, JavaScript",Low,11,1200.0,3,$24-$92,"Project requiring expertise in Angular, C++, Ruby, Django, JavaScript",In Progress
PJ0945,programming,"JavaScript, Java",Low,6,4100.0,2,$29-$77,"Project requiring expertise in JavaScript, Java",In Progress
PJ0946,writing,"Creative Writing, Content Writing, Blog Writing, SEO Writing, Copywriting",Low,6,8300.0,7,$18-$64,"Project requiring expertise in Creative Writing, Content Writing, Blog Writing, SEO Writing, Copywriting",Open
PJ0947,marketing,"Content Marketing, Email Marketing, Social Media Marketing, Digital Marketing",High,1,1750.0,2,$20-$62,"Project requiring expertise in Content Marketing, Email Marketing, Social Media Marketing, Digital Marketing",Completed
PJ0948,writing,"SEO Writing, Content Writing",High,5,23750.0,5,$23-$35,"Project requiring expertise in SEO Writing, Content Writing",Completed
PJ0949,programming,"SQL, Angular, PHP, Vue.js",Low,1,1000.0,4,$19-$78,"Project requiring expertise in SQL, Angular, PHP, Vue.js",Open
PJ0950,writing,"Content Writing, Copywriting, Blog Writing, Technical Writing",Low,5,9300.0,7,$18-$64,"Project requiring expertise in Content Writing, Copywriting, Blog Writing, Technical Writing",In Progress
PJ0951,writing,"Technical Writing, Copywriting, SEO Writing",High,3,20750.0,4,$27-$74,"Project requiring expertise in Technical Writing, Copywriting, SEO Writing",Open
PJ0952,programming,"Java, Ruby, SQL",High,8,3750.0,6,$21-$78,"Project requiring expertise in Java, Ruby, SQL",In Progress
PJ0953,marketing,"Social Media Marketing, Digital Marketing, PPC",Low,9,2200.0,2,$15-$91,"Project requiring expertise in Social Media Marketing, Digital Marketing, PPC",Completed
PJ0954,design,"Graphic Design, UX Design, Logo Design, UI Design",Medium,8,3750.0,7,$18-$85,"Project requiring expertise in Graphic Design, UX Design, Logo Design, UI Design",Completed
PJ0955,design,"Figma, Logo Design, Adobe XD, Illustrator, Graphic Design",Medium,7,2550.0,1,$15-$56,"Project requiring expertise in Figma, Logo Design, Adobe XD, Illustrator, Graphic Design",Open
PJ0956,marketing,"Social Media Marketing, SEO",High,6,1500.0,4,$18-$42,"Project requiring expertise in Social Media Marketing, SEO",Completed
PJ0957,writing,"Creative Writing, Content Writing",Low,6,8700.0,2,$30-$62,"Project requiring expertise in Creative Writing, Content Writing",In Progress
PJ0958,writing,"Technical Writing, Creative Writing, Content Writing, SEO Writing, Copywriting",Medium,6,1500.0,7,$30-$66,"Project requiring expertise in Technical Writing, Creative Writing, Content Writing, SEO Writing, Copywriting",Completed
PJ0959,design,"Logo Design, Graphic Design, Photoshop, UI Design",Low,3,9600.0,3,$30-$62,"Project requiring expertise in Logo Design, Graphic Design, Photoshop, UI Design",In Progress
PJ0960,writing,"Copywriting, Content Writing, Blog Writing, Creative Writing, Technical Writing",High,10,16500.0,7,$18-$81,"Project requiring expertise in Copywriting, Content Writing, Blog Writing, Creative Writing, Technical Writing",In Progress
PJ0961,marketing,"Analytics, Email Marketing",High,8,21500.0,1,$27-$71,"Project requiring expertise in Analytics, Email Marketing",Completed
PJ0962,programming,"Node.js, SQL, Python, Angular",High,12,4000.0,1,$21-$68,"Project requiring expertise in Node.js, SQL, Python, Angular",Completed
PJ0963,programming,"Node.js, React, JavaScript, Swift, Vue.js",High,8,12750.0,8,$28-$90,"Project requiring expertise in Node.js, React, JavaScript, Swift, Vue.js",Completed
PJ0964,marketing,"Content Marketing, PPC, Analytics, Digital Marketing",Low,5,9100.0,4,$27-$69,"Project requiring expertise in Content Marketing, PPC, Analytics, Digital Marketing",Open
PJ0965,design,"Graphic Design, Figma, Logo Design",Medium,3,4650.0,4,$28-$31,"Project requiring expertise in Graphic Design, Figma, Logo Design",Completed
PJ0966,design,"Graphic Design, Logo Design, Adobe XD, Figma, UX Design",Low,6,8700.0,6,$26-$69,"Project requiring expertise in Graphic Design, Logo Design, Adobe XD, Figma, UX Design",Completed
PJ0967,design,"Graphic Design, Figma, UI Design, Illustrator",Medium,4,12450.0,2,$26-$46,"Project requiring expertise in Graphic Design, Figma, UI Design, Illustrator",In Progress
PJ0968,design,"Logo Design, Photoshop, Graphic Design, Figma, Illustrator",High,6,5250.0,8,$30-$91,"Project requiring expertise in Logo Design, Photoshop, Graphic Design, Figma, Illustrator",In Progress
PJ0969,writing,"SEO Writing, Copywriting",Medium,11,7650.0,7,$27-$95,"Project requiring expertise in SEO Writing, Copywriting",In Progress
PJ0970,writing,"Technical Writing, Creative Writing, SEO Writing",Medium,4,13050.0,1,$21-$32,"Project requiring expertise in Technical Writing, Creative Writing, SEO Writing",Completed
PJ0971,programming,"Node.js, Angular, React, Java",High,5,9750.0,8,$26-$82,"Project requiring expertise in Node.js, Angular, React, Java",Open
PJ0972,design,"UX Design, Illustrator, Figma, Logo Design, Graphic Design",Medium,10,9900.0,4,$30-$95,"Project requiring expertise in UX Design, Illustrator, Figma, Logo Design, Graphic Design",Open
PJ0973,programming,"Ruby, PHP, Swift, JavaScript, Vue.js",High,2,9500.0,8,$17-$90,"Project requiring expertise in Ruby, PHP, Swift, JavaScript, Vue.js",Open
PJ0974,marketing,"Content Marketing, Digital Marketing, Social Media Marketing, Analytics, SEO",Low,8,7700.0,6,$24-$68,"Project requiring expertise in Content Marketing, Digital Marketing, Social Media Marketing, Analytics, SEO",Open
PJ0975,design,"Photoshop, Graphic Design, Logo Design, Illustrator, Figma",Medium,10,9750.0,7,$25-$45,"Project requiring expertise in Photoshop, Graphic Design, Logo Design, Illustrator, Figma",In Progress
PJ0976,writing,"Copywriting, Technical Writing, SEO Writing, Blog Writing",Medium,5,2400.0,4,$29-$43,"Project requiring expertise in Copywriting, Technical Writing, SEO Writing, Blog Writing",In Progress
PJ0977,programming,"JavaScript, Node.js",Medium,12,14400.0,7,$25-$40,"Project requiring expertise in JavaScript, Node.js",Completed
PJ0978,design,"UI Design, UX Design, Photoshop, Figma",Medium,12,4800.0,2,$17-$39,"Project requiring expertise in UI Design, UX Design, Photoshop, Figma",Completed
PJ0979,marketing,"SEO, Email Marketing, Analytics, Social Media Marketing, PPC",High,7,7500.0,6,$23-$39,"Project requiring expertise in SEO, Email Marketing, Analytics, Social Media Marketing, PPC",Completed
PJ0980,design,"UX Design, Logo Design, Illustrator",High,12,15750.0,8,$17-$85,"Project requiring expertise in UX Design, Logo Design, Illustrator",Completed
PJ0981,marketing,"Social Media Marketing, Digital Marketing",High,8,11500.0,5,$28-$74,"Project requiring expertise in Social Media Marketing, Digital Marketing",In Progress
PJ0982,marketing,"Email Marketing, PPC",Medium,3,4650.0,7,$21-$43,"Project requiring expertise in Email Marketing, PPC",Open
PJ0983,programming,"C++, Java, PHP",Low,7,7700.0,5,$29-$69,"Project requiring expertise in C++, Java, PHP",Open
PJ0984,design,"Graphic Design, Logo Design, Figma, UI Design, Illustrator",Medium,9,900.0,1,$23-$31,"Project requiring expertise in Graphic Design, Logo Design, Figma, UI Design, Illustrator",Open
PJ0985,programming,"JavaScript, SQL",Low,1,3800.0,2,$23-$57,"Project requiring expertise in JavaScript, SQL",Open
PJ0986,design,"Figma, Photoshop, UI Design, Illustrator, Adobe XD",High,6,18750.0,3,$25-$66,"Project requiring expertise in Figma, Photoshop, UI Design, Illustrator, Adobe XD",Completed
PJ0987,writing,"Content Writing, Copywriting, Creative Writing",Low,7,2000.0,8,$24-$54,"Project requiring expertise in Content Writing, Copywriting, Creative Writing",In Progress
PJ0988,programming,"Python, React",Medium,7,2850.0,3,$21-$85,"Project requiring expertise in Python, React",Completed
PJ0989,marketing,"SEO, Email Marketing, Analytics, PPC",Medium,1,7500.0,8,$18-$80,"Project requiring expertise in SEO, Email Marketing, Analytics, PPC",Completed
PJ0990,programming,"Django, C++, Java, React",High,9,16750.0,8,$29-$62,"Project requiring expertise in Django, C++, Java, React",Completed
PJ0991,marketing,"SEO, Social Media Marketing",Medium,4,4200.0,3,$26-$45,"Project requiring expertise in SEO, Social Media Marketing",Completed
PJ0992,design,"UI Design, Photoshop, Graphic Design",Medium,10,13350.0,4,$27-$98,"Project requiring expertise in UI Design, Photoshop, Graphic Design",Open
PJ0993,design,"Figma, Logo Design, Illustrator, Graphic Design",Medium,8,6000.0,1,$22-$76,"Project requiring expertise in Figma, Logo Design, Illustrator, Graphic Design",In Progress
PJ0994,marketing,"Analytics, Email Marketing, Social Media Marketing, PPC",Low,10,4600.0,3,$26-$54,"Project requiring expertise in Analytics, Email Marketing, Social Media Marketing, PPC",Open
PJ0995,marketing,"Digital Marketing, Content Marketing, PPC",High,5,15500.0,8,$15-$36,"Project requiring expertise in Digital Marketing, Content Marketing, PPC",Completed
PJ0996,programming,"Swift, SQL, JavaScript",Low,11,500.0,3,$20-$54,"Project requiring expertise in Swift, SQL, JavaScript",Open
PJ0997,marketing,"Social Media Marketing, Digital Marketing, PPC, Email Marketing",Low,10,4300.0,8,$24-$81,"Project requiring expertise in Social Media Marketing, Digital Marketing, PPC, Email Marketing",Open
PJ0998,design,"Logo Design, Photoshop, UI Design, UX Design",Medium,10,7200.0,4,$21-$89,"Project requiring expertise in Logo Design, Photoshop, UI Design, UX Design",Open
PJ0999,design,"Graphic Design, Illustrator, UX Design, Logo Design, Photoshop",Medium,1,14550.0,3,$30-$66,"Project requiring expertise in Graphic Design, Illustrator, UX Design, Logo Design, Photoshop",Open
PJ1000,programming,"C++, Ruby, Python, Angular",High,7,20250.0,5,$28-$72,"Project requiring expertise in C++, Ruby, Python, Angular",In Progress
PJ1001,design,"Graphic Design, Figma, Illustrator, Photoshop, UX Design",Medium,11,1350.0,7,$29-$41,"Project requiring expertise in Graphic Design, Figma, Illustrator, Photoshop, UX Design",Open
PJ1002,design,"Logo Design, Photoshop, Graphic Design, Illustrator",High,11,16500.0,4,$18-$61,"Project requiring expertise in Logo Design, Photoshop, Graphic Design, Illustrator",Open
PJ1003,programming,"Swift, PHP, Angular, Node.js, Java",Medium,10,6600.0,8,$21-$96,"Project requiring expertise in Swift, PHP, Angular, Node.js, Java",In Progress
PJ1004,writing,"Creative Writing, SEO Writing, Copywriting, Blog Writing",Low,9,5700.0,2,$27-$40,"Project requiring expertise in Creative Writing, SEO Writing, Copywriting, Blog Writing",Open
PJ1005,writing,"Blog Writing, Creative Writing, Copywriting, SEO Writing",Low,3,6500.0,1,$24-$35,"Project requiring expertise in Blog Writing, Creative Writing, Copywriting, SEO Writing",Completed
PJ1006,marketing,"Email Marketing, PPC, SEO, Analytics",Medium,10,8550.0,7,$30-$79,"Project requiring expertise in Email Marketing, PPC, SEO, Analytics",In Progress
PJ1007,marketing,"SEO, Email Marketing",Low,1,2300.0,7,$29-$40,"Project requiring expertise in SEO, Email Marketing",Completed
PJ1008,marketing,"SEO, Analytics, Social Media Marketing, Content Marketing, Digital Marketing",High,11,6500.0,7,$27-$41,"Project requiring expertise in SEO, Analytics, Social Media Marketing, Content Marketing, Digital Marketing",Completed
PJ1009,design,"UX Design, Photoshop, Logo Design",High,8,16500.0,8,$18-$99,"Project requiring expertise in UX Design, Photoshop, Logo Design",Completed
PJ1010,design,"UI Design, Photoshop",High,9,8500.0,6,$27-$70,"Project requiring expertise in UI Design, Photoshop",Completed
PJ1011,writing,"Content Writing, Technical Writing, Blog Writing",Medium,8,11400.0,6,$29-$64,"Project requiring expertise in Content Writing, Technical Writing, Blog Writing",Open
PJ1012,programming,"Node.js, JavaScript",Medium,12,11550.0,8,$30-$54,"Project requiring expertise in Node.js, JavaScript",Open
PJ1013,marketing,"Email Marketing, Analytics, SEO",Low,7,2900.0,1,$16-$66,"Project requiring expertise in Email Marketing, Analytics, SEO",Open
PJ1014,design,"Illustrator, Logo Design",Medium,5,9000.0,4,$18-$61,"Project requiring expertise in Illustrator, Logo Design",In Progress
PJ1015,programming,"React, Angular, Django",Low,2,6800.0,7,$25-$56,"Project requiring expertise in React, Angular, Django",In Progress
PJ1016,design,"UI Design, Adobe XD, UX Design, Illustrator, Photoshop",Low,5,500.0,1,$15-$65,"Project requiring expertise in UI Design, Adobe XD, UX Design, Illustrator, Photoshop",Open
PJ1017,writing,"Creative Writing, Blog Writing, Content Writing, SEO Writing",Medium,8,1500.0,2,$23-$67,"Project requiring expertise in Creative Writing, Blog Writing, Content Writing, SEO Writing",Open
PJ1018,marketing,"Content Marketing, Social Media Marketing, Email Marketing, Digital Marketing",High,1,10750.0,7,$27-$75,"Project requiring expertise in Content Marketing, Social Media Marketing, Email Marketing, Digital Marketing",Completed
PJ1019,design,"Figma, UX Design, Photoshop",Low,4,4800.0,4,$26-$77,"Project requiring expertise in Figma, UX Design, Photoshop",Completed
PJ1020,marketing,"Digital Marketing, SEO",Low,5,9000.0,3,$20-$97,"Project requiring expertise in Digital Marketing, SEO",Completed
PJ1021,design,"Figma, Illustrator, Adobe XD, UI Design, Photoshop",Medium,8,900.0,6,$18-$95,"Project requiring expertise in Figma, Illustrator, Adobe XD, UI Design, Photoshop",Open
PJ1022,marketing,"PPC, Social Media Marketing, Content Marketing, SEO",Medium,9,14850.0,5,$22-$81,"Project requiring expertise in PPC, Social Media Marketing, Content Marketing, SEO",In Progress
PJ1023,writing,"Copywriting, SEO Writing, Content Writing, Creative Writing, Technical Writing",Medium,8,13200.0,8,$22-$57,"Project requiring expertise in Copywriting, SEO Writing, Content Writing, Creative Writing, Technical Writing",In Progress
PJ1024,marketing,"PPC, Digital Marketing, SEO",High,2,10750.0,2,$15-$34,"Project requiring expertise in PPC, Digital Marketing, SEO",Open
PJ1025,marketing,"Email Marketing, SEO, Social Media Marketing, Digital Marketing",High,8,7500.0,7,$16-$55,"Project requiring expertise in Email Marketing, SEO, Social Media Marketing, Digital Marketing",Open
PJ1026,writing,"Technical Writing, Content Writing",High,4,14000.0,2,$19-$77,"Project requiring expertise in Technical Writing, Content Writing",Completed
PJ1027,programming,"Vue.js, Django, C++, Angular, SQL",Low,2,2700.0,3,$23-$81,"Project requiring expertise in Vue.js, Django, C++, Angular, SQL",Open
PJ1028,marketing,"Analytics, Social Media Marketing, Email Marketing, PPC",Medium,11,13200.0,4,$15-$31,"Project requiring expertise in Analytics, Social Media Marketing, Email Marketing, PPC",In Progress
PJ1029,writing,"Technical Writing, Creative Writing, Copywriting",Low,4,9100.0,2,$20-$47,"Project requiring expertise in Technical Writing, Creative Writing, Copywriting",Open
PJ1030,design,"Logo Design, Illustrator",Medium,8,8850.0,8,$23-$43,"Project requiring expertise in Logo Design, Illustrator",Open
PJ1031,design,"Photoshop, Graphic Design, Figma",High,7,3750.0,7,$30-$60,"Project requiring expertise in Photoshop, Graphic Design, Figma",In Progress
PJ1032,design,"Figma, UI Design, Illustrator",Medium,1,3000.0,4,$21-$37,"Project requiring expertise in Figma, UI Design, Illustrator",In Progress
PJ1033,writing,"Creative Writing, Blog Writing, Copywriting",Medium,8,10800.0,6,$20-$89,"Project requiring expertise in Creative Writing, Blog Writing, Copywriting",Completed
PJ1034,writing,"Blog Writing, Copywriting, Creative Writing, Content Writing, Technical Writing",Medium,7,13200.0,7,$28-$86,"Project requiring expertise in Blog Writing, Copywriting, Creative Writing, Content Writing, Technical Writing",In Progress
PJ1035,writing,"Copywriting, Content Writing, Technical Writing, SEO Writing, Creative Writing",High,9,9500.0,4,$24-$51,"Project requiring expertise in Copywriting, Content Writing, Technical Writing, SEO Writing, Creative Writing",In Progress
PJ1036,marketing,"SEO, Digital Marketing, PPC, Email Marketing",Low,10,9000.0,6,$17-$48,"Project requiring expertise in SEO, Digital Marketing, PPC, Email Marketing",In Progress
PJ1037,writing,"Creative Writing, Copywriting, Content Writing, SEO Writing, Technical Writing",High,5,12750.0,3,$19-$31,"Project requiring expertise in Creative Writing, Copywriting, Content Writing, SEO Writing, Technical Writing",Completed
PJ1038,marketing,"PPC, Social Media Marketing, Analytics",Low,6,8800.0,8,$28-$44,"Project requiring expertise in PPC, Social Media Marketing, Analytics",Completed
PJ1039,writing,"Blog Writing, Technical Writing",Low,9,3900.0,6,$16-$42,"Project requiring expertise in Blog Writing, Technical Writing",Open
PJ1040,design,"UI Design, Graphic Design, Illustrator",Medium,12,13950.0,1,$22-$60,"Project requiring expertise in UI Design, Graphic Design, Illustrator",Open
PJ1041,programming,"Python, React, Angular, Django, Swift",High,2,2000.0,8,$30-$78,"Project requiring expertise in Python, React, Angular, Django, Swift",In Progress
PJ1042,design,"Adobe XD, UI Design, Logo Design",Low,1,3100.0,2,$23-$41,"Project requiring expertise in Adobe XD, UI Design, Logo Design",In Progress
PJ1043,marketing,"SEO, Analytics, Email Marketing",Medium,8,13350.0,8,$28-$69,"Project requiring expertise in SEO, Analytics, Email Marketing",In Progress
PJ1044,writing,"Technical Writing, Copywriting, SEO Writing, Blog Writing",Low,12,3800.0,8,$22-$50,"Project requiring expertise in Technical Writing, Copywriting, SEO Writing, Blog Writing",Open
PJ1045,writing,"Blog Writing, Content Writing, SEO Writing",Low,8,4200.0,3,$26-$46,"Project requiring expertise in Blog Writing, Content Writing, SEO Writing",In Progress
PJ1046,writing,"SEO Writing, Copywriting, Technical Writing, Creative Writing, Content Writing",Low,9,9400.0,2,$23-$73,"Project requiring expertise in SEO Writing, Copywriting, Technical Writing, Creative Writing, Content Writing",Completed
PJ1047,marketing,"Analytics, Content Marketing, SEO, Email Marketing, Digital Marketing",Low,6,5400.0,6,$19-$80,"Project requiring expertise in Analytics, Content Marketing, SEO, Email Marketing, Digital Marketing",In Progress
PJ1048,marketing,"Social Media Marketing, SEO, Email Marketing, Content Marketing, Digital Marketing",High,4,16250.0,3,$17-$91,"Project requiring expertise in Social Media Marketing, SEO, Email Marketing, Content Marketing, Digital Marketing",In Progress
PJ1049,design,"Photoshop, Illustrator",Low,10,2500.0,5,$17-$45,"Project requiring expertise in Photoshop, Illustrator",Open
PJ1050,writing,"Blog Writing, Content Writing, Copywriting, Technical Writing",Low,12,800.0,6,$16-$98,"Project requiring expertise in Blog Writing, Content Writing, Copywriting, Technical Writing",Completed
PJ1051,design,"Illustrator, Logo Design",Low,9,5200.0,5,$27-$49,"Project requiring expertise in Illustrator, Logo Design",Open
PJ1052,programming,"C++, JavaScript",High,10,7250.0,8,$28-$39,"Project requiring expertise in C++, JavaScript",Open
PJ1053,writing,"Copywriting, Content Writing",Low,10,2400.0,2,$17-$49,"Project requiring expertise in Copywriting, Content Writing",Completed
PJ1054,writing,"Technical Writing, Copywriting, Creative Writing, Blog Writing, Content Writing",High,12,18750.0,1,$20-$94,"Project requiring expertise in Technical Writing, Copywriting, Creative Writing, Blog Writing, Content Writing",In Progress
PJ1055,programming,"Django, JavaScript",Medium,11,3750.0,8,$15-$52,"Project requiring expertise in Django, JavaScript",Open
PJ1056,design,"UI Design, Photoshop, Figma, Adobe XD",High,10,11500.0,3,$18-$31,"Project requiring expertise in UI Design, Photoshop, Figma, Adobe XD",In Progress
PJ1057,writing,"SEO Writing, Content Writing, Blog Writing",Medium,5,7500.0,6,$25-$42,"Project requiring expertise in SEO Writing, Content Writing, Blog Writing",Completed
PJ1058,writing,"Copywriting, Creative Writing, SEO Writing, Technical Writing",Medium,2,2100.0,1,$27-$97,"Project requiring expertise in Copywriting, Creative Writing, SEO Writing, Technical Writing",Completed
PJ1059,design,"Graphic Design, Illustrator, UX Design, Adobe XD",Medium,6,11400.0,2,$18-$59,"Project requiring expertise in Graphic Design, Illustrator, UX Design, Adobe XD",Completed
PJ1060,programming,"SQL, Vue.js",Low,12,3900.0,8,$27-$52,"Project requiring expertise in SQL, Vue.js",In Progress
PJ1061,programming,"C++, Node.js, Ruby, Django, Python",Medium,1,7800.0,3,$27-$32,"Project requiring expertise in C++, Node.js, Ruby, Django, Python",Completed
PJ1062,writing,"SEO Writing, Technical Writing, Copywriting, Blog Writing, Creative Writing",Low,1,7200.0,6,$27-$63,"Project requiring expertise in SEO Writing, Technical Writing, Copywriting, Blog Writing, Creative Writing",Open
PJ1063,programming,"Angular, Java",Low,12,8200.0,5,$27-$36,"Project requiring expertise in Angular, Java",Open
PJ1064,design,"Adobe XD, UX Design, UI Design, Logo Design",Low,6,5100.0,4,$16-$33,"Project requiring expertise in Adobe XD, UX Design, UI Design, Logo Design",Open
PJ1065,writing,"Creative Writing, Content Writing, Copywriting, Technical Writing",High,8,3250.0,5,$19-$50,"Project requiring expertise in Creative Writing, Content Writing, Copywriting, Technical Writing",In Progress
PJ1066,programming,"React, Vue.js, C++",Medium,6,12450.0,4,$24-$61,"Project requiring expertise in React, Vue.js, C++",In Progress
PJ1067,marketing,"Email Marketing, PPC, Analytics, Content Marketing",Low,4,2300.0,6,$30-$97,"Project requiring expertise in Email Marketing, PPC, Analytics, Content Marketing",Completed
PJ1068,writing,"Blog Writing, Creative Writing, Copywriting",High,11,8000.0,6,$25-$95,"Project requiring expertise in Blog Writing, Creative Writing, Copywriting",Completed
PJ1069,design,"Illustrator, Logo Design, Figma, Photoshop",Medium,2,900.0,7,$16-$67,"Project requiring expertise in Illustrator, Logo Design, Figma, Photoshop",Open
PJ1070,programming,"Node.js, Java, Python, SQL, C++",High,7,21500.0,6,$22-$72,"Project requiring expertise in Node.js, Java, Python, SQL, C++",In Progress
PJ1071,programming,"Vue.js, C++, Java, Ruby",Medium,5,13200.0,8,$19-$100,"Project requiring expertise in Vue.js, C++, Java, Ruby",In Progress
PJ1072,design,"Illustrator, Adobe XD, Logo Design, Graphic Design",Medium,7,11850.0,6,$22-$82,"Project requiring expertise in Illustrator, Adobe XD, Logo Design, Graphic Design",Completed
